"AÑO","CODIGOOBJETODELGASTO","CODIGOAUXILIAR","NOMBREOBJETODELGASTO","CODIGOGRUPO","CODIGOSUBGRUPO"
2011,214,0,"Gas",2,1
2011,219,0,"Otros",2,1
2011,221,0,"Publicidad",2,2
2011,221,1,"Publicidad-TV",2,2
2011,221,2,"Publicidad-Radio",2,2
2011,221,3,"Publicidad-Prensa escrita",2,2
2011,222,0,"Propaganda",2,2
2011,222,1,"Propaganda-TV",2,2
2011,222,2,"Propaganda-Radio",2,2
2011,222,3,"Propaganda-Prensa escrita",2,2
2011,223,0,"Impresiones, reproducciones y encuadernaciones",2,2
2011,229,0,"Otros",2,2
2011,231,0,"Pasajes dentro del país",2,3
2011,232,0,"Pasajes al exterior contratados  en el país",2,3
2011,232,1,"Pasajes al exterior contratados  en el país, ejercicio anter",2,3
2011,233,0,"Pasajes contratados fuera del país",2,3
2011,234,0,"Viáticos dentro del país",2,3
2011,234,1,"Viáticos dentro del país- Miembros de Juntas Electorales",2,3
2011,234,2,"Dif.de Vi'aticos de MDN",2,3
2011,235,0,"Viáticos fuera del país",2,3
2011,235,1,"Viáticos fuera del país, ejercicio anterior",2,3
2011,236,0,"Otros Gastos en exterior(m/n y m/e) traslado,part.especial",2,3
2011,236,1,"Gastos de Misiones de Paz in situ",2,3
2011,239,0,"Otros gastos de traslado",2,3
2011,239,1,"Reservado Rendicion de Cuentas 2010",2,3
2011,241,0,"Servicio de mudanzas contratados dentro del país",2,4
2011,242,0,"Servicio de mudanzas contratados fuera del país",2,4
2011,243,0,"Almacenamiento contratado dentro del país",2,4
2011,244,0,"Almacenamiento contratado fuera del país",2,4
2011,245,0,"Fletes y otros gastos contratados dentro país",2,4
2011,246,0,"Fletes y otros gastos contratados fuera del país",2,4
2011,247,0,"Correspondencia, encomiendas contratadas dentro del país",2,4
2011,248,0,"Correspondencia, encomiendas  contratadas fuera del país",2,4
2011,249,0,"Otros",2,4
2011,251,0,"De inmuebles contratados dentro del país",2,5
2011,251,1,"De inmuebles contratados dentro del país - ejerc.anteriores",2,5
2011,251,2,"De inmuebles para uso asistencial-Sect.Salúd",2,5
2011,251,3,"De inmuebles para uso no asistencial-Sect.Salúd",2,5
2011,252,0,"De inmuebles contratados fuera del país",2,5
2011,253,0,"De equipos de computación",2,5
2011,254,0,"De equipos de oficina",2,5
2011,255,0,"De equipos y aparatos de audio y comunicación",2,5
2011,256,0,"De máquinas y equipos de construcción",2,5
2011,257,0,"De equipos de transporte y similares",2,5
2011,257,1,"Locomoción Contratada Asistencial-ambulancias-Sect.Salúd",2,5
2011,257,2,"Locomoción Contratada Asistencial-otros vehic.-Sect.Salúd",2,5
2011,258,0,"De equipos del Sector Salúd",2,5
2011,258,1,"De equipos médicos-Sect.Salúd",2,5
2011,258,2,"De termos oxígeno-Sect.Salúd",2,5
2011,259,0,"Otros",2,5
2011,259,1,"Otros arrendamientos-asistenciales-Sect.Salúd",2,5
2011,261,0,"Impuestos directos(de uso excls.de los Entes Desctr.)",2,6
2011,262,0,"Impuestos indirectos(de uso exclus. de los Entes Descentr.)",2,6
2011,263,0,"Tasas, contribuciones, multas y otros",2,6
2011,264,0,"Primas y otros gastos de seguro contratados dentro del país",2,6
2011,264,1,"Seguros-Sect.Salúd",2,6
2011,264,2,"Seguros-Caución-Sect.Salúd",2,6
2011,265,0,"Primas y otros gastos de seguro contratados fuera del país",2,6
2011,266,0,"Comisiones bancarias dentro del país",2,6
2011,266,1,"Comisiones por giro (servicio de préstamos)",2,6
2011,266,4,"Comisiones BROU por acreditación de Cheques de DGI 24y48Hs.",2,6
2011,266,5,"Comisiones BROU por servicios prestados a la Adm. Central",2,6
2011,266,6,"Comisiones BROU por acreditación de Cheques 24y48Hs.Adm.Cent",2,6
2011,266,7,"Comisiones BCU Transf.Electr.Proveed.Estado Otras Inst.Finan",2,6
2011,266,8,"Comisiones BROU por Recaudación Recursos Afec.Especial Fin12",2,6
2011,267,0,"Comisiones bancarias fuera del país",2,6
2011,267,1,"Comisiones BROU por servicios administrativos",2,6
2011,268,0,"Comisiones no financieras(uso exclu.org.con activ.comercial)",2,6
2011,269,0,"Otros",2,6
2011,269,1,"Comisión por Recaudación DGI",2,6
2011,269,2,"Comisión operadores turísticos por reintegros",2,6
2011,271,0,"De inmuebles e instalaciones",2,7
2011,272,0,"De maquinas y equipos industriales",2,7
2011,273,0,"De automotores",2,7
2011,273,1,"De Ambulancias y otros vehíc.asistenciales-Sect.Salúd",2,7
2011,274,0,"De otros medios de transporte",2,7
2011,275,0,"De mobiliario y equipo de oficina y computación",2,7
2011,276,0,"De otras maquinas y equipos",2,7
2011,276,1,"De Equipos Médicos y de laboratorio-Sect.Salúd",2,7
2011,276,2,"De Equipos no médicos-asistenciales-Sect.Salúd",2,7
2011,276,3,"De Equipos no médicos-no asistenciales-Sect.Salúd",2,7
2011,277,0,"De vías de comunicación",2,7
2011,278,0,"De limpieza, aseo y fumigación",2,7
2011,278,1,"Limp.,aseo y fumig. ANEP",2,7
2011,278,2,"De recolección residuos hospitalarios",2,7
2011,279,0,"Otros",2,7
2011,281,0,"Estudios, investigaciones y proyectos de factibilidad",2,8
2011,281,1,"Fondo de Evaluación de Inversiones-OPP",2,8
2011,282,0,"Profesionales y técnicos",2,8
2011,282,1,"Profesionales No Médicos-Asistenciales-Sect.Salúd",2,8
2011,282,2,"Profesionales No Médicos-No Asistenciales-Sect.Salúd",2,8
2011,283,0,"Servicios médicos, sanitarios y sociales",2,8
2011,283,1,"CTI (UCAMAE)",2,8
2011,283,2,"Estudios (UCAMAE)",2,8
2011,283,3,"Médicos y Odontólogos-Sect.Salúd",2,8
2011,283,4,"Anestésicos Quirúrgicos-Sect.Salúd",2,8
2011,283,5,"Servicios No médicos,diagnósticos y/o tratamiento-Sect.Salúd",2,8
2011,283,6,"Servicios Asistenciales con Otras Empresas-Sect.Salúd",2,8
2011,283,7,"Servicios Internación en Sanatorios y Hospitales-Sect.Salúd",2,8
2011,283,8,"CTI Adultos-Sect.Salúd",2,8
2011,283,9,"CTI Pediátrico-Sect.Salúd",2,8
2011,283,10,"CTI Neonatal-Sect.Salúd",2,8
2011,283,11,"Laboratorios de Análisis Clínicos-Sect.Salúd",2,8
2011,283,12,"Laboratorios de Anatomía Patológica-Sect.Salúd",2,8
2011,283,13,"Radiología-Sect.Salúd",2,8
2011,283,14,"Resonancia Magnética-Sect.Salúd",2,8
2011,283,15,"Tomografía Computada-Sect.Salúd",2,8
2011,283,16,"Angiografía Digiatal-Sect.Salúd",2,8
2011,283,17,"Estudios Oftalmológicos-Sect.Salúd",2,8
2011,283,18,"Estudios Cardiológicos-Sect.Salúd",2,8
2011,283,19,"Tratamientos Odontológicos-Sect.Salúd",2,8
2011,283,20,"Servicio de Hemoterapia-Sect.Salúd",2,8
2011,283,21,"Servicio de Fisioterapia-Sect.Salúd",2,8
2011,283,22,"Servicio de Oxigenoterapia-Sect.Salúd",2,8
2011,283,23,"Radioterapia-Sect.Salúd",2,8
2011,283,24,"Otros Servicios Médicos y sanitarios Contratados-Sect.Salúd",2,8
2011,283,25,"Servicio acompañante enfermos casas asistidas por el MIDES",2,8
2011,284,0,"Servicios de capacitación",2,8
2011,284,1,"Part.Pf.Académico EscI PJ y miemb.TCA",2,8
2011,284,2,"Part.Pf,Acad.:Def.OfyAct(Ac.Adj,Sec.I,Insp.yDDiv)",2,8
2011,284,3,"Partida Perf.Académico y perfeccionamiento técnico",2,8
2011,284,4,"Part.Capac.Técnica Esc.B al F, F.de Corte",2,8
2011,284,5,"Part.Perf.Académico Esc.VII Def.Púb.c/Dedic.Excl.",2,8
2011,285,0,"Servicios informáticos y anexos",2,8
2011,286,0,"Artísticos y similares",2,8
2011,289,0,"Otros",2,8
2011,289,1,"Cuidado de menores del I.N.A.U.",2,8
2011,289,2,"Cuidadoraes del INAU",2,8
2011,291,0,"Servicios de vigilancia y custodia",2,9
2011,291,1,"Comp.extra.func.%A62L13892 y%control",2,9
2011,292,0,"Contratación de equipos,salas y conexos",2,9
2011,293,0,"Servicios portuarios",2,9
2011,294,0,"Servicios de alimentación",2,9
2011,295,0,"Mantenimiento de representaciones en el exterior",2,9
2011,296,0,"Gastos de protocolo",2,9
2011,297,0,"Derechos y regalias",2,9
2011,299,0,"Otros servicios no personales no incluídos en los anteriores",2,9
2011,299,1,"Servicios contratados con Terceros",2,9
2011,299,2,"Policía Ciudadana Imprevisto A1 L16814 D.120/97",2,9
2011,299,3," Adscripto.pers.colab.Presid.Rep A83L16736A65L17930",2,9
2011,299,4,"Serv.prof.y téc.(p/condición)Convenio p/Ley con Univ.Repúb.",2,9
2011,299,5,"Trabajo de reclusos remunerado A45 L14470",2,9
2011,299,6,"Recargos convenios MTOP",2,9
2011,299,7,"Campaña promocional de Turismo.A27 L18046",2,9
2011,311,0,"Agropecuaria, de pesca y  de minería",3,1
2011,312,0,"De industria manufacturera",3,1
2011,313,0,"De electricidad , gas y agua",3,1
2011,314,0,"De construcción",3,1
2011,315,0,"De la industria petrolera y conexa",3,1
2011,319,0,"Otros",3,1
2011,321,0,"Maquinas de escribir y calcular",3,2
2011,322,0,"Equipos de telefonía y similares",3,2
2011,323,0,"Equipos de informática",3,2
2011,324,0,"Equipos de imprenta, fotocopiadoras y similares",3,2
2011,325,0,"Equipos eléctricos de uso doméstico",3,2
2011,326,0,"Mobiliario de oficina",3,2
2011,327,0,"Equipamiento para prevención de incendio",3,2
2011,328,0,"Equipamiento para prevención de robos",3,2
2011,329,0,"Otros",3,2
2011,331,0,"Médicos, quirúrgicos, de laboratorio y otros de la salud",3,3
2011,331,1,"Equipos e Instalaciones Médico-Quirúrgicas-Sect.Salúd",3,3
2011,331,2,"Imagenología-Sect.Salúd",3,3
2011,332,0,"Técnico y científico",3,3
2011,339,0,"Otros",3,3
2011,341,0,"Equipos audiovisuales, de fotografia y similares",3,4
2011,342,0,"Obras de arte y piezas de museo",3,4
2011,343,0,"Equipos deportivos y recreativos",3,4
2011,344,0,"Mobiliario afectado a estas actividades",3,4
2011,349,0,"Otros",3,4
2011,351,0,"Omnibus",3,5
2011,352,0,"Camiones",3,5
2011,353,0,"Otros vehiculos automoviles",3,5
2011,353,1,"Vehículos Asistenciales-Sect.Salúd",3,5
2011,353,2,"Vehículos No Asistenciales-Sect.Salúd",3,5
2011,354,0,"Equipos ferroviarios",3,5
2011,355,0,"Embarcaciones",3,5
2011,356,0,"Aeronaves",3,5
2011,357,0,"Equipos de tracción y elevación",3,5
2011,358,0,"Equipos de comunicaciones",3,5
2011,359,0,"Otros",3,5
2011,361,0,"Para máquinas y equipos de producción",3,6
2011,362,0,"Para máquinas y equipos de oficina",3,6
2011,363,0,"Para equipos médico-sanitarios, y científicos",3,6
2011,364,0,"Para equipos educacionales, culturales y recreativos",3,6
2011,365,0,"Para equipos de transporte",3,6
2011,366,0,"Para equipos de tracción y elevación",3,6
2011,367,0,"Para equipos de comunicaciones",3,6
2011,369,0,"Para otros",3,6
2011,371,0,"Tierras y terrenos",3,7
2011,371,1,"Terrenos Asistenciales No Amortizables-Sect.Salúd",3,7
2011,371,2,"Terrenos No Asistenciales No Amortizables-Sect.Salúd",3,7
2011,372,0,"Edificios e instalaciones",3,7
2011,372,1,"Inmuebles Asistenciales Amortizables-Sect.Salúd",3,7
2011,379,0,"Otros",3,7
2011,381,0,"Viviendas",3,8
2011,382,0,"Otras edificaciones",3,8
2011,383,0,"Obras hidraulicas, hidroelectricas y sanitarias",3,8
2011,384,0,"Instalaciones de transmisión y distribución",3,8
2011,385,0,"Perforaciones y exploraciones mineras",3,8
2011,386,0,"Otras construcciones de dominio privado",3,8
2011,387,0,"VÍas de comunicación",3,8
2011,387,1,"Mantenim.carretera-SubsidioCVialUrug.S.A.(Anexo I,4Comp1,ii)",3,8
2011,389,0,"Otras construcciones de dominio público",3,8
2011,391,0,"Equipo militar y seguridad",3,9
2011,392,0,"Semovientes",3,9
2011,393,0,"Programas de computación y similares",3,9
2011,394,0,"Activos intangibles",3,9
2011,398,0,"Partida Invers.uso excl.Entes Descentraliz.Pto.Nal.Fin11",3,9
2011,399,0,"Otros bienes de uso no incluídos en los anteriores",3,9
2011,399,1,"Trabajos en rég.de adm.directa por la D.N.Arquitectura",3,9
2011,411,0,"Aportes de Capital a Instituciones Privadas No Financieras",4,1
2011,412,0,"Aportes de Capital a Instituciones Privadas Financieras",4,1
2011,412,1,"Nuevo Banco Comercial",4,1
2011,413,0,"Aportes de Capital a Instituciones  Públicas No  Financieras",4,1
2011,414,0,"Aportes de Capital a Instituciones  Públicas Financieras",4,1
2011,415,0,"Aportes de Capital a  Organismos Internacionales",4,1
2011,416,0,"Aportes de Capital a Empresas Públicas Multinacionales",4,1
2011,417,0,"Aportes de Capital a Otras Organizaciones del Sector Externo",4,1
2011,421,0,"Préstamos otorg.a Largo Plazo a Instituc.Privadas No Financ.",4,2
2011,421,1,"A productores y cooperativas rurales",4,2
2011,422,0,"Préstamos otorg.a Largo Plazo a Instituc.Privadas Financier.",4,2
2011,422,1,"Banco Comercial",4,2
2011,422,2,"Banco Montevideo",4,2
2011,422,3,"Banco Caja Obrera",4,2
2011,422,4,"Banco Montevideo y Caja Obrera",4,2
2011,422,5,"Banco de Crédito",4,2
2011,422,6,"Coop. Ahorro y Crédito del Uruguay (CAYCU) - Acred.Ret. 7 11",4,2
2011,423,0,"Préstamos otorg.a Largo Plazo a la Organización Central",4,2
2011,424,0,"Préstamos otorg.a Largo Plazo a Instituc.de Seguridad Social",4,2
2011,425,0,"Préstamos otorg. a Largo Plazo a Gobiernos Departamentales",4,2
2011,426,0,"Préstamos otorg. a Largo Plazo a Instituc.Públicas Financier",4,2
2011,426,1,"BCU con destino a Micro y Pequeña Empresa-CND A5L16882",4,2
2011,426,2,"BROU",4,2
2011,426,3,"BHU",4,2
2011,426,4,"BCU(por superintendencia del MEF- Tesoro Nacional)",4,2
2011,427,0,"Préstamos otorg.a Largo Plazo a Instituc.Públicas No Financ.",4,2
2011,427,1,"CND- Corporación Nacional para el Desarrollo",4,2
2011,428,0,"Préstamos otorg. a Largo Plazo a Empresas Públicas Multinac.",4,2
2011,429,0,"Préstamos otorg. a Largo Plazo a Otros Org. del Sector Exter",4,2
2011,431,0,"Préstamos otorg.a Corto Plazo a Instituc.Privadas No Financ.",4,3
2011,432,0,"Préstamos otorg.a Corto Plazo a Instituc.Privadas Financier.",4,3
2011,433,0,"Préstamos otorg.a Corto Plazo a la Organización Central",4,3
2011,434,0,"Préstamos otorg.a Corto Plazo a Instituc.de Seguridad Social",4,3
2011,435,0,"Préstamos otorg. a Corto Plazo a Gobiernos Departamentales",4,3
2011,436,0,"Préstamos otorg. a Corto Plazo a Instituc.Públicas Financier",4,3
2011,437,0,"Préstamos otorg.a Corto Plazo a Instituc.Públicas No Financ.",4,3
2011,438,0,"Préstamos otorg. a Corto Plazo a Empresas Públicas Multinac.",4,3
2011,439,0,"Préstamos otorg. a Corto Plazo a Otros Org. del Sector Exter",4,3
2011,441,0,"Títulos y valores públicos a largo plazo",4,4
2011,442,0,"Títulos y valores privados a largo plazo",4,4
2011,491,0,"Fideicomisos",4,9
2011,492,0,"Depósitos en garantía",4,9
2011,492,1,"Corporación Nacional para el Desarrollo",4,9
2011,511,0,"A empresas públicas no financieras",5,1
2011,511,1,"Subsido AFE",5,1
2011,511,2,"Subsido PLUNA",5,1
2011,511,5,"Administración Nal. Correos-Renovac.Bienes de Uso",5,1
2011,511,6,"Retrib.y ap.sg.soc.Pluna",5,1
2011,511,7,"Administración Nacional  Correos",5,1
2011,511,8,"NO VIGENTE PLUNA SERVICIO DE DEUDA",5,1
2011,511,9,"NO VIGENTE AFE Servicio de Deuda",5,1
2011,511,10,"Instituto Nacional De Colonizaciòn",5,1
2011,511,11,"AFE Subsidio",5,1
2011,511,12,"Inst.Nal.Colonización- Impuesto Adicional Tras.Patrimoniales",5,1
2011,511,13,"D.N.Correo 90%Tasa de Financia del Serv.Postal",5,1
2011,511,14,"Transf.ONSC p/Convenios con UDELAR",5,1
2011,511,15,"Premios Lucha Antidrogas y Lavado Activos",5,1
2011,512,0,"A instituciones financieras",5,1
2011,512,1,"BCU-Prefinanciación de exportaciones",5,1
2011,512,2,"BHU-Estratg. complement.y adec-RRGG",5,1
2011,513,0,"A instituciones de la seguridad social",5,1
2011,513,1,"Asist.financiera retirados militares",5,1
2011,513,2,"Asistencia financiera al B.P.S.",5,1
2011,513,3,"Asist.financiera retirados policiales",5,1
2011,513,4,"Prog.reforma de la Seguridad Social  B.P.S.",5,1
2011,513,5,"Asistencia Financiera Pre-Jubilados Militares",5,1
2011,513,6,"Asistencia Finaciera Pre-Jubilados B.P.S.",5,1
2011,513,7,"Asistencia Financiera Pre-Jubilados Policiales",5,1
2011,513,8,"Jubilados Reincorporados MDN",5,1
2011,513,9,"CPU (Magistrados Judiciales)RRGG",5,1
2011,513,10,"R.Afect. Caja Profes. Universitarios (CPU)",5,1
2011,513,11,"R.Afect. Cja Bancaria",5,1
2011,513,12,"R.Afect. BPS",5,1
2011,513,13,"C.Militar- Jubi.y Pens.(anterior 1986) RRGG",5,1
2011,513,14,"Caja Jub. y Pens. Bcarias RRGG",5,1
2011,513,15,"Caja Militar- cómputo haber retiro",5,1
2011,513,16,"Caja Militar- increm.25% s/haber retiro",5,1
2011,513,18,"R.Afect.Caja Profes. Universitarios(CPU)",5,1
2011,513,19,"R. Afect.BPS por COFIS",5,1
2011,513,20,"Caja Jub. y Pens. Bancarias RRGG",5,1
2011,513,21,"Asistencia Financiera Industria Frigorífica B.P.S.",5,1
2011,513,22,"Subsidio por Enfermedad A82 L18396",5,1
2011,513,23,"Prestaciones Complementarias de Salud",5,1
2011,513,24,"Subsidio por Desempleo",5,1
2011,513,25,"Pensiones Reparatorias L18033",5,1
2011,514,0,"A gobiernos departamentales",5,1
2011,514,20,"Ayudas para eventos culturales, artístisticos y deportivos",5,1
2011,514,21,"Ayuda alimentaria(vív. frescos y comest.)Comedores Interior",5,1
2011,514,22,"A Gob. Depart. Artigas",5,1
2011,514,23,"A Gob. Depart. Canelones",5,1
2011,514,24,"A Gob. Depart. Cerro Largo",5,1
2011,514,25,"A Gob. Depart. Colonia",5,1
2011,514,26,"A Gob. Depart. Durazno",5,1
2011,514,27,"A Gob. Depart. Flores",5,1
2011,514,28,"A Gob. Depart. Florida",5,1
2011,514,29,"A Gob. Depart. Lavalleja",5,1
2011,514,30,"A Gob. Depart. Maldonado",5,1
2011,514,31,"A Gob. Depart. Paysandú",5,1
2011,514,32,"A Gob. Depart. Río Negro",5,1
2011,514,33,"A Gob. Depart. Rivera",5,1
2011,514,34,"A Gob. Depart. Rocha",5,1
2011,514,35,"A Gob. Depart. Salto",5,1
2011,514,36,"A Gob. Depart. San José",5,1
2011,514,37,"A Gob. Depart. Soriano",5,1
2011,514,38,"A Gob. Depart. Tacuarembó",5,1
2011,514,39,"A Gob. Depart. Treinta y Tres",5,1
2011,514,40,"A Gob. Depart. Montevideo",5,1
2011,514,70,"Convenios IM-MSP para combatir  Aedes Aegypti",5,1
2011,514,71,"R.Afect. Intendencias Municipales",5,1
2011,514,72,"R.Afect. Intendencia Maldonado",5,1
2011,514,73,"R.Afect. Intendencia Montevideo",5,1
2011,514,78,"APORTE DE RRGG AL FONDO DE INVERSION DPTAL.",5,1
2011,514,79,"INTENDENCIAS- P/FUNCIONAMIENTO",5,1
2011,514,80,"Partida p/los Gobiernos Departamentales",5,1
2011,514,81,"Transf.al Fdo de Incentivo p/Gest.de Municipios",5,1
2011,514,100,"Convenios con Intendencias Municipales",5,1
2011,514,101,"Convenios IM-MVOTMA",5,1
2011,515,0,"A gobierno central",5,1
2011,515,1,"Créditos de Incentivos por retiro.",5,1
2011,515,2,"Transf.a RR.GG. pago retribuciones DNSP",5,1
2011,515,3,"Transf.a RR.GG. Incentivos por retiro",5,1
2011,519,0,"Otras transferencias corrientes al sector público",5,1
2011,519,1,"Deleg. Urug. Com.T.M.SALTO GRANDE",5,1
2011,519,2,"Transf.a la Ag.Nal de Vivienda",5,1
2011,519,3,"Transf.a Sist.Integrado de Salud",5,1
2011,519,4,"Transferencia de AGESIC a DGI p/pago multas y recargos",5,1
2011,519,5,"Transferencias al Centro de Estudios Fiscales",5,1
2011,521,0,"Sector agricola",5,2
2011,521,1,"Compensación Asistencia Ficiera. BPS c/subsidio Sec.agrícola",5,2
2011,521,2,"Fondo forestal",5,2
2011,521,3,"Fondo Reconversión Sector Azucarero-Funcionamiento",5,2
2011,521,4,"Fondo forestal",5,2
2011,522,0,"Sector pecuario",5,2
2011,522,1,"Compensación Asistencia Fciera. BPS c/Sec.pecuario",5,2
2011,523,0,"Sector pesquero",5,2
2011,524,0,"Sector manufacturero",5,2
2011,525,0,"Sector Seguridad Social",5,2
2011,525,1,"Caja Notarial -Asistencia",5,2
2011,525,2,"Caja Prof. Univ.-Asistencia",5,2
2011,525,3,"Caja Bancaria-Asistencia",5,2
2011,529,0,"Transferenc.corrientes al sector privado no incl. anteriors.",5,2
2011,529,1,"Cert.dev.trib.exp.prod.ter/semi.tran.junio",5,2
2011,529,2,"Certificado de bonificacion B.R.O.U.",5,2
2011,529,3,"Cert.devol.imp.emitidosBROU Ind.Export",5,2
2011,529,4,"Cert.dev.trib.exp.prod.ter/sem.t.diciemb.",5,2
