"AÑO","CODIGOINCISO","CODIGOPROGRAMA","CODIGOPROYECTO","NOMBREPROYECTO"
2011,2,483,971,"Equipamiento y Mobiliario de Oficina"
2011,2,483,972,"Informática"
2011,2,483,973,"Inmuebles"
2011,2,483,974,"Vehículos"
2011,2,483,986,"Adquisición de vehículos"
2011,2,483,987,"Adquisición de equipos de computación"
2011,2,483,988,"Adquisición de mobiliario y equipo de oficina"
2011,2,483,990,"Adquisición de equipos de comunicaciones"
2011,2,483,992,"Adquisición y refacción de inmuebles"
2011,2,484,0,"Funcionamiento"
2011,2,484,700,"Equipamiento, mobiliario y refacciones - Junta Nacional de l"
2011,2,484,701,"Equipamiento y mobiliario"
2011,2,484,702,"Equipamiento y remodelación del Mausoleo al General  Artigas"
2011,2,484,703,"Red de interconexión Presidencia/Administración Pública"
2011,2,484,704," Adquisición y remodelación  de inmuebles"
2011,2,484,705,"Adquisición de vehículos y accesorios para los mismos"
2011,2,484,706,"Mobiliario y equipamiento de Casa Militar"
2011,2,484,707,"Equipamiento y Mobiliario Area de Comunicación"
2011,2,484,708,"Equipamiento y maquinaria del Establecimiento Anchorena"
2011,2,484,709,"Adquisición de maq., mobiliario y equipamiento de oficina"
2011,2,484,710,"Unidad Nacional de Seguridad Vial"
2011,2,484,711,"Equipo personal e instrumentos para fiscalización"
2011,2,484,712,"Mobiliario, instalaciones y equipamiento de oficina"
2011,2,484,717," Equipamiento y compra de un servidor central de Red"
2011,2,484,718,"Mobiliario, equipos de oficina, informáticos y software"
2011,2,484,730,"Equipamiento Informático"
2011,2,484,734,"Soporte informático"
2011,2,484,736,"Reparación de edificios"
2011,2,484,738,"Adquisición de mobiliario y equipos"
2011,2,484,743,"Competitividad de conglomerados"
2011,2,484,744,"Microfinanzas y articulación productiva"
2011,2,484,746,"Programa de Apoyo al Sector Productivo"
2011,2,484,801,"Portal del Estado"
2011,2,484,802,"Intranet del Estado"
2011,2,484,803,"Ventanilla Única"
2011,2,484,804,"Equipamiento informático y de oficina"
2011,2,484,805,"Fortalecimiento de las Áreas de TI"
2011,2,484,806,"Certificado Digital Raíz"
2011,2,484,807,"Fortalecimiento de procesos de Seguridad Informática"
2011,2,484,808,"Red Interadministrativa de alta velocidad del Estado Uruguay"
2011,2,484,809,"Plataforma de Gobierno Electrónico"
2011,2,484,810,"Fortalecimiento del Marco General de Uso de las TICs"
2011,2,484,811,"Expediente Electrónico"
2011,2,484,812,"Sociedad de la Información"
2011,2,484,960,"Programa de Desarrollo Municipal"
2011,2,484,970,"Desarrollo del Sistema Nacional de Inversiones Públicas"
2011,2,484,971,"Equipamiento y Mobiliario de Oficina"
2011,2,484,972,"Informática"
2011,2,484,973,"Inmuebles"
2011,2,484,974,"Vehículos"
2011,2,484,986,"Adquisición de vehículos"
2011,2,484,987,"Adquisición de equipos de computación"
2011,2,484,988,"Adquisición de mobiliario y equipo de oficina"
2011,2,484,990,"Adquisición de equipos de comunicaciones"
2011,2,484,992,"Adquisición y refacción de inmuebles"
2011,2,486,0,"Funcionamiento"
2011,2,486,700,"Equipamiento, mobiliario y refacciones - Junta Nacional de l"
2011,2,486,701,"Equipamiento y mobiliario"
2011,2,486,702,"Equipamiento y remodelación del Mausoleo al General  Artigas"
2011,2,486,703,"Red de interconexión Presidencia/Administración Pública"
2011,2,486,704," Adquisición y remodelación  de inmuebles"
2011,2,486,705,"Adquisición de vehículos y accesorios para los mismos"
2011,2,486,706,"Mobiliario y equipamiento de Casa Militar"
2011,2,486,707,"Equipamiento y Mobiliario Area de Comunicación"
2011,2,486,708,"Equipamiento y maquinaria del Establecimiento Anchorena"
2011,2,486,709,"Adquisición de maq., mobiliario y equipamiento de oficina"
2011,2,486,710,"Unidad Nacional de Seguridad Vial"
2011,2,486,711,"Equipo personal e instrumentos para fiscalización"
2011,2,486,712,"Mobiliario, instalaciones y equipamiento de oficina"
2011,2,486,717," Equipamiento y compra de un servidor central de Red"
2011,2,486,718,"Mobiliario, equipos de oficina, informáticos y software"
2011,2,486,730,"Equipamiento Informático"
2011,2,486,734,"Soporte informático"
2011,2,486,736,"Reparación de edificios"
2011,2,486,738,"Adquisición de mobiliario y equipos"
2011,2,486,743,"Competitividad de conglomerados"
2011,2,486,744,"Microfinanzas y articulación productiva"
2011,2,486,746,"Programa de Apoyo al Sector Productivo"
2011,2,486,801,"Portal del Estado"
2011,2,486,802,"Intranet del Estado"
2011,2,486,803,"Ventanilla Única"
2011,2,486,804,"Equipamiento informático y de oficina"
2011,2,486,805,"Fortalecimiento de las Áreas de TI"
2011,2,486,806,"Certificado Digital Raíz"
2011,2,486,807,"Fortalecimiento de procesos de Seguridad Informática"
2011,2,486,808,"Red Interadministrativa de alta velocidad del Estado Uruguay"
2011,2,486,809,"Plataforma de Gobierno Electrónico"
2011,2,486,810,"Fortalecimiento del Marco General de Uso de las TICs"
2011,2,486,811,"Expediente Electrónico"
2011,2,486,812,"Sociedad de la Información"
2011,2,486,960,"Programa de Desarrollo Municipal"
2011,2,486,970,"Desarrollo del Sistema Nacional de Inversiones Públicas"
2011,2,486,971,"Equipamiento y Mobiliario de Oficina"
2011,2,486,972,"Informática"
2011,2,486,973,"Inmuebles"
2011,2,486,974,"Vehículos"
2011,2,486,986,"Adquisición de vehículos"
2011,2,486,987,"Adquisición de equipos de computación"
2011,2,486,988,"Adquisición de mobiliario y equipo de oficina"
2011,2,486,990,"Adquisición de equipos de comunicaciones"
2011,2,486,992,"Adquisición y refacción de inmuebles"
2011,2,492,0,"Funcionamiento"
2011,2,815,0,"Funcionamiento"
2011,2,815,700,"Equipamiento, mobiliario y refacciones - Junta Nacional de l"
2011,2,815,701,"Equipamiento y mobiliario"
2011,2,815,702,"Equipamiento y remodelación del Mausoleo al General  Artigas"
2011,2,815,703,"Red de interconexión Presidencia/Administración Pública"
2011,2,815,704," Adquisición y remodelación  de inmuebles"
2011,2,815,705,"Adquisición de vehículos y accesorios para los mismos"
2011,2,815,706,"Mobiliario y equipamiento de Casa Militar"
2011,2,815,707,"Equipamiento y Mobiliario Area de Comunicación"
2011,2,815,708,"Equipamiento y maquinaria del Establecimiento Anchorena"
2011,2,815,709,"Adquisición de maq., mobiliario y equipamiento de oficina"
2011,2,815,710,"Unidad Nacional de Seguridad Vial"
2011,2,815,711,"Equipo personal e instrumentos para fiscalización"
2011,2,815,712,"Mobiliario, instalaciones y equipamiento de oficina"
2011,2,815,717," Equipamiento y compra de un servidor central de Red"
2011,2,815,718,"Mobiliario, equipos de oficina, informáticos y software"
2011,2,815,730,"Equipamiento Informático"
2011,2,815,734,"Soporte informático"
2011,2,815,736,"Reparación de edificios"
2011,2,815,738,"Adquisición de mobiliario y equipos"
2011,2,815,743,"Competitividad de conglomerados"
2011,2,815,744,"Microfinanzas y articulación productiva"
2011,2,815,746,"Programa de Apoyo al Sector Productivo"
2011,2,815,801,"Portal del Estado"
2011,2,815,802,"Intranet del Estado"
2011,2,815,803,"Ventanilla Única"
2011,2,815,804,"Equipamiento informático y de oficina"
2011,2,815,805,"Fortalecimiento de las Áreas de TI"
2011,2,815,806,"Certificado Digital Raíz"
2011,2,815,807,"Fortalecimiento de procesos de Seguridad Informática"
2011,2,815,808,"Red Interadministrativa de alta velocidad del Estado Uruguay"
2011,2,815,809,"Plataforma de Gobierno Electrónico"
2011,2,815,810,"Fortalecimiento del Marco General de Uso de las TICs"
2011,2,815,811,"Expediente Electrónico"
2011,2,815,812,"Sociedad de la Información"
2011,2,815,960,"Programa de Desarrollo Municipal"
2011,2,815,970,"Desarrollo del Sistema Nacional de Inversiones Públicas"
2011,2,815,971,"Equipamiento y mobiliario de oficina"
2011,2,815,972,"Informática"
2011,2,815,973,"Inmuebles"
2011,2,815,974,"Vehículos"
2011,2,815,986,"Adquisición de vehículos"
2011,2,815,987,"Adquisición de equipos de computación"
2011,2,815,988,"Adquisición de mobiliario y equipo de oficina"
2011,2,815,990,"Adquisición de equipos de comunicaciones"
2011,2,815,992,"Adquisición y refacción de inmuebles"
2011,3,201,0,"Funcionamiento"
2011,3,201,703,"Vehículos ,motos,camionetas"
2011,3,201,704,"Equipamiento de los Pasos de Frontera"
2011,3,201,705,"Mobiliario y equip. de oficina de los Pasos de Frontera"
2011,3,201,706,"Compra, rep. y mant. de inmuebles de los Pasos de Frontera"
2011,3,201,707,"Nueva tecnología para la mejora de la gestión"
2011,3,201,708,"Sistema de Seguridad"
2011,3,201,709,"Reciclaje de Instalaciones"
2011,3,201,710,"Equipamiento de Nuevas Instalaciones"
2011,3,201,711,"Adquisición de Equipos Técnicos"
2011,3,201,712,"Proyecto de Informática"
2011,3,201,719,"Adquisición de equipos e instrumental meteorológico"
2011,3,201,720,"Adquisición de equipamiento informático, de comunicaciones y"
2011,3,201,726,"Material y Equipo de Informática"
2011,3,201,727,"Renovación de Flota Vehicular"
2011,3,201,728,"Equipamiento Médico"
2011,3,201,729,"Mejora de gestión en áreas técnicas, adm. comercial y finan."
2011,3,201,730,"Extensión, manten. y ref. en pistas, plataform. y calles rod"
2011,3,201,731,"Ampliac.y modern.del sistema de control de tránsito aéreo"
2011,3,201,732,"Adq, rep.y equip.de unidades op.(flotantes y aeronavales)"
2011,3,201,733,"Adq., construcción y equip. de unidades navales terrestres"
2011,3,201,734,"Ampliación y Reciclaje de lnfraestructura de Salud de las FF"
2011,3,201,735,"Adq. y equip. de transporte, motores y repuestos mayores"
2011,3,201,737,"Adq, constr., rep.y equip.de Unidades de Seguridad Marítima"
2011,3,201,738,"Equip.e instrum.del Serv.de Oceanografía, Hidrog.y Metereol."
2011,3,201,749,"Equipamiento y Mobiliario"
2011,3,201,753,"Adquirir, moder, repotenc, mejorar, mat.y equip.uso militar"
2011,3,201,755,"Maquinaria y equipos de Ingenieros"
2011,3,201,756,"Equip.para las act.de producción y de generac.de recursos"
2011,3,201,758,"Adq, rep.y equip.de Unidades Op.(Flotantes y Aeronavales)"
2011,3,201,759,"Adq, constr., rep.y equipamiento de Unidades navales terres"
2011,3,201,761,"Restauración de edificio sede y otros edificios de la unidad"
2011,3,201,763,"Mobiliario, equipo de oficina e Informática"
2011,3,201,770,"Mobiliario y equipamiento de oficina"
2011,3,201,771,"Bienestar Social"
2011,3,201,772,"Banco de Tumores"
2011,3,201,775,"Recuperación, actualización y/o adquisición de sistemas de h"
2011,3,201,778,"Recuperación de plantas motopropulsoras"
2011,3,201,780,"Mobiliario y equipamiento en general"
2011,3,201,782,"Equip. militar y actualización de equipos de vigilancia"
2011,3,201,791,"Construcción y conservación de activos"
2011,3,201,794,"Material militar específico"
2011,3,201,795,"Recup. y moderniz. de aeronaves de transporte y recomposició"
2011,3,201,798,"Recuperación y actualización de sistemas de aeronaves de com"
2011,3,201,806,"Adquisición de equipo aeronáutico y de apoyo"
2011,3,201,821,"Material técnico de apoyo actividad aeronáutica"
2011,3,201,857,"Actualiz. SII Ejército - Capacitación, Pasantías y Equipos"
2011,3,201,858,"Equipamiento del Servicio Geográfico Militar"
2011,3,201,867,"Compra, rep. y mant. de inmuebles,construcc. complementarias"
2011,3,201,931,"Equipamiento"
2011,3,201,932,"Construcción y mantenimiento de aeroestaciones y sus equipos"
2011,3,201,933,"Seguridad Operacional"
2011,3,201,939,"Infraestructura y equipamiento de Buceo y Salvamento"
2011,3,201,940,"Equipamiento para sistema de balizamiento y faros"
2011,3,201,941,"Renovación del parque industrial"
2011,3,201,942,"Desarrollo de la Base Naval del Cerro"
2011,3,201,945,"Reposicición y/o adquisición del parque automotor"
2011,3,201,955,"Equipamiento, equipos de seguridad, mobiliario e informática"
2011,3,201,956,"Desarrollo de la Historia Laboral"
2011,3,201,971,"Equipamiento y Mobiliario de Oficina"
2011,3,201,972,"Informática"
2011,3,201,973,"Inmuebles"
2011,3,201,974,"Vehículos"
2011,3,300,0,"Funcionamiento"
2011,3,300,1,"Reembolso ONU a FF.AA. por Misiones de Paz-""CGE"""
2011,3,300,2,"Reembolso ONU a FF.AA. por Misiones de Paz-""CGA"""
2011,3,300,3,"Reembolso ONU a FF.AA. por Misiones de Paz-""CGFA"""
2011,3,300,701,"Historia Laboral"
2011,3,300,703,"Vehículos ,motos,camionetas"
2011,3,300,704,"Equipamiento de los Pasos de Frontera"
2011,3,300,705,"Mobiliario y equip. de oficina de los Pasos de Frontera"
2011,3,300,706,"Compra, rep. y mant. de inmuebles de los Pasos de Frontera"
2011,3,300,707,"Nueva tecnología para la mejora de la gestión"
2011,3,300,708,"Sistema de Seguridad"
2011,3,300,709,"Reciclaje de Instalaciones"
2011,3,300,710,"Equipamiento de Nuevas Instalaciones"
2011,3,300,711,"Adquisición de Equipos Técnicos"
2011,3,300,712,"Proyecto de Informática"
2011,3,300,719,"Adquisición de equipos e instrumental meteorológico"
2011,3,300,720,"Adquisición de equipamiento informático, de comunicaciones y"
2011,3,300,726,"Material y Equipo de Informática"
2011,3,300,727,"Renovación de Flota Vehicular"
2011,3,300,728,"Equipamiento Médico"
2011,3,300,729,"Mejora de gestión en áreas técnicas, adm. comercial y finan."
2011,3,300,730,"Extensión, manten. y ref. en pistas, plataform. y calles rod"
2011,3,300,731,"Ampliac.y modern.del sistema de control de tránsito aéreo"
2011,3,300,732,"Adq, rep.y equip.de unidades op.(flotantes y aeronavales)"
2011,3,300,733,"Adq., construcción y equip. de unidades navales terrestres"
2011,3,300,734,"Ampliación y Reciclaje de lnfraestructura de Salud de las FF"
2011,3,300,735,"Adq y Equip de transporte motores y repuestos mayores"
2011,3,300,737,"Adq, constr., rep.y equip.de Unidades de Seguridad Marítima"
2011,3,300,738,"Equip.e instrum.del Serv.de Oceanografía, Hidrog.y Metereol."
2011,3,300,749,"Equipamiento y Mobiliario"
2011,3,300,753,"Adquirir,repotenciar,mejorar material y equipo uso militar"
2011,3,300,755,"Maquinaria y equipos de Ingenieros"
2011,3,300,756,"Equip.para las act.de producción y de generac.de recursos"
2011,3,300,757,"Viviendas de Servicio"
2011,3,300,758,"Adq rep y equipamiento de unidades navales"
2011,3,300,759,"Adq, constr., rep.y equipamiento de Unidades navales terres"
2011,3,300,761,"Restauración de edificio sede y otros edificios de la unidad"
2011,3,300,763,"Mobiliario, equipo de oficina e Informática"
2011,3,300,770,"Mobiliario y equipamiento de oficina"
2011,3,300,771,"Bienestar Social"
2011,3,300,772,"Banco de Tumores"
2011,3,300,775,"Recuperación y/o adquisición de sistemas de helicópteros"
2011,3,300,776,"Integrac y Mant del Sist de Vigil y Control de Espacio Aéreo"
2011,3,300,777,"Renovación de vehículos pesados y equipos de apoyo terrestre"
2011,3,300,778,"Recuperación de plantas motopropulsoras"
2011,3,300,779,"Equipamiento de Comunicaciones, Electrónica e Informática"
2011,3,300,780,"Mobiliario y equipamiento en general"
2011,3,300,782,"Equip. militar y actualización de equipos de vigilancia"
2011,3,300,791,"Construcción y conservación de activos"
2011,3,300,794,"Material militar específico"
2011,3,300,795,"Adquisición,recup. y moderniz. de aeronaves de transporte"
2011,3,300,798,"Adquisición,recup y actual.de sistemas de aviones de combate"
2011,3,300,806,"Adquisición de equipo aeronáutico y de apoyo"
2011,3,300,821,"Material técnico de apoyo actividad aeronáutica"
2011,3,300,857,"Actualización del Sistema de Información e Inteligencia"
2011,3,300,858,"Equipamiento del Servicio Geográfico Militar"
2011,3,300,867,"Compra, rep. y mant. de inmuebles,construcc. complementarias"
2011,3,300,931,"Equipamiento"
2011,3,300,932,"Construcción y mantenimiento de aeroestaciones y sus equipos"
2011,3,300,933,"Seguridad Operacional"
2011,3,300,939,"Infraestructura y equipamiento de Buceo y Salvamento"
2011,3,300,940,"Equipamiento para sistema de balizamiento y faros"
2011,3,300,941,"Renovación del parque industrial"
2011,3,300,942,"Desarrollo de la Base Naval del Cerro"
2011,3,300,945,"Reposicición y/o adquisición del parque automotor"
2011,3,300,955,"Equipamiento, equipos de seguridad, mobiliario e informática"
2011,3,300,956,"Desarrollo de la Historia Laboral"
2011,3,300,971,"Equipamiento y Mobiliario de Oficina"
2011,3,300,972,"Informática"
